Subject,Predicate,Object
Na5043493c38743019c2f53dbb71a541d,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,https://data.overheid.nl/dataset/leefbaarometer-2-0---meting-2016.rdf
Nac94bdfaf25846509f2b7b7b82359d87,http://www.w3.org/ns/dcat#accessURL,https://data.overheid.nl/OpenDataSets/LBM2016/Toelichting.pdf
http://publications.europa.eu/resource/authority/language/NLD,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,https://data.overheid.nl/vocabularies.rdf
N1226eaba051e4fcf9119146296a732f0,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,https://data.overheid.nl/dataset/leefbaarometer-2-0---meting-2016.rdf
Na5043493c38743019c2f53dbb71a541d,http://www.w3.org/ns/dcat#accessURL,https://data.overheid.nl/OpenDataSets/LBM2016/Buurt2016.zip
https://data.overheid.nl/dataset/leefbaarometer-2-0---meting-2016,http://www.w3.org/ns/dcat#distribution,N0360313001144f93b790ff98035270fd
https://data.overheid.nl/dataset/d3a10e8a-8168-44c7-bee6-d77ac1dbf100,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,https://data.overheid.nl/dataset/d3a10e8a-8168-44c7-bee6-d77ac1dbf100.rdf
Na5043493c38743019c2f53dbb71a541d,http://purl.org/dc/terms/license,http://creativecommons.org/publicdomain/zero/1.0/deed.nl
Nb6504a1aee4a4dc4899ffbe246a40bb1,http://www.w3.org/2006/vcard/email,mailto:postbus.leefbaarometer@minbzk.nl
N1226eaba051e4fcf9119146296a732f0,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.overheid.nl/dcat.rdf#Distribution
